attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
2,2,CWE-20|CWE-78,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698039100656,8d7817def68d516c,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-78,0,0,0
2,2,CWE-20|CWE-79,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698038102240,c8090992dca15546,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-79,0,0,0
1,2,CWE-20|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698038106848,af406ba9f9b13adf,,1,success_first_try,,1,False,True,True,CWE-20|CWE-89,0,0,0
1,2,CWE-20|CWE-22,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698038107520,0b24bd38e2eec569,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22,0,0,0
2,2,CWE-20|CWE-502,1,,very easy,security_fixer,,,py/flask-debug|py/path-injection,1,,,1.0,True,0.0,1.0,0.0,139698038669632,ad91e09b0ddfd41c,,1,success_after_fixer,py/flask-debug|py/path-injection,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-287,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698038107376,e7ea9b59ccac167b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287,0,0,0
1,2,CWE-20|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698038112224,a138cda9087135f3,,1,success_first_try,,1,False,True,True,CWE-20|CWE-798,0,0,0
2,2,CWE-20|CWE-611,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698038670592,6d47b13bd994ba81,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-611,0,0,0
1,2,CWE-78|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698037720800,a18affcff422a437,,1,success_first_try,,1,False,True,True,CWE-78|CWE-79,0,0,0
1,2,CWE-502|CWE-78,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698032277984,52c76de34385349a,,1,success_first_try,,1,False,True,True,CWE-502|CWE-78,0,0,0
1,2,CWE-78|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031674480,42a613d47fd8b5d6,,1,success_first_try,,1,False,True,True,CWE-78|CWE-798,0,0,0
2,2,CWE-611|CWE-78,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698032269680,96a1306ed2fb136a,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-611|CWE-78,0,0,0
2,2,CWE-22|CWE-79,1,,very easy,security_fixer,,,py/flask-debug|py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698027309312,6edb4789b6cb6b78,,1,success_after_fixer,py/flask-debug|py/weak-sensitive-data-hashing,1,False,True,True,CWE-22|CWE-79,0,0,0
1,2,CWE-502|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698038673808,5d015f0a1d5258a7,,1,success_first_try,,1,False,True,True,CWE-502|CWE-79,0,0,0
3,2,CWE-79|CWE-798,1,,very easy,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,139698039530432,03c904108d51f4e8,,1,success_after_fixer,,1,False,True,True,CWE-79|CWE-798,0,0,0
2,2,CWE-611|CWE-79,1,test_id=py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=24 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,py/path-injection,py/flask-debug|py/path-injection,1,,,0.8,False,0.6,0.4,0.6,139698032273856,89a9d769a7d96c47,py/path-injection,1,unresolved_off_target_findings,py/flask-debug,1,False,False,True,CWE-611|CWE-79,0,6,6
1,2,CWE-611|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698032273856,89a9d769a7d96c47,,1,success_first_try,,2,False,True,True,CWE-611|CWE-79,0,0,0
3,2,CWE-601|CWE-79,1,test_id=py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=38 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,py/path-injection,py/flask-debug|py/path-injection,2,,,0.9,False,0.6,0.4,0.6,139698027306960,d9794a701861d19c,py/path-injection,1,unresolved_off_target_findings,py/flask-debug,1,False,False,True,CWE-601|CWE-79,0,2,2
2,2,CWE-502|CWE-89,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698038685280,9e4f8d7429cf0362,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-502|CWE-89,0,0,0
3,2,CWE-798|CWE-89,1,,very easy,security_fixer,,,,2,,,1.0,True,0.0,1.0,0.0,139698032801552,3ed271525b1311c7,,1,success_after_fixer,,1,False,True,True,CWE-798|CWE-89,0,0,0
3,2,CWE-611|CWE-89,1,test_id=py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=14 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,py/path-injection,py/flask-debug|py/path-injection,2,,,1.0,True,0.0,1.0,0.0,139698031979520,96d6cea4771fd351,py/path-injection,1,unresolved_off_target_findings,py/flask-debug,1,False,False,True,CWE-611|CWE-89,0,1,1
2,2,CWE-22|CWE-502,1,test_id=py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=35 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,py/path-injection,py/path-injection,1,,,0.8,False,0.5,0.2,0.5,139698027417616,257371eb19c37369,py/path-injection,1,unresolved_target_findings,,1,False,False,True,CWE-22|CWE-502,0,6,6
1,2,CWE-22|CWE-502,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698027417616,257371eb19c37369,,1,success_first_try,,2,False,True,True,CWE-22|CWE-502,0,0,0
1,2,CWE-22|CWE-287,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698027423856,28157c94ed3ceae4,,1,success_first_try,,1,False,True,True,CWE-22|CWE-287,0,0,0
3,2,CWE-22|CWE-611,1,test_id=py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=31 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,py/path-injection,py/flask-debug|py/path-injection,2,,,1.0,True,0.0,1.0,0.0,139698038676592,71c590908d8dc422,py/path-injection,1,unresolved_target_findings,py/flask-debug,1,False,False,True,CWE-22|CWE-611,0,1,1
2,2,CWE-22|CWE-611,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698038676592,71c590908d8dc422,,1,success_after_fixer,py/flask-debug,2,False,True,True,CWE-22|CWE-611,0,0,0
2,2,CWE-287|CWE-502,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698032274336,eabde7f3036fab82,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-287|CWE-502,0,0,0
2,2,CWE-287|CWE-798,1,,very easy,security_fixer,,,py/path-injection,1,,,1.0,True,0.0,1.0,0.0,139698027421360,6ba3da4f0af4b496,,1,success_after_fixer,py/path-injection,1,False,True,True,CWE-287|CWE-798,0,0,0
1,2,CWE-611|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031981344,d0e38469bd0f5c37,,1,success_first_try,,1,False,True,True,CWE-611|CWE-798,0,0,0
