anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary,target_cwe
sast_test,bandit:B602,Persistent target findings on bandit:B602,Authentication & Access Control,CWE-20,0.3333333333333333,2,0.05128205128205128,2,unresolved_target_findings::sast_test:bandit:B602,unresolved_target_findings,6.5,Persistent target findings on bandit:B602 appeared in 2/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B602`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-20
sast_test,codeql:py/weak-sensitive-data-hashing,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,CWE-20,0.16666666666666666,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,3.25,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 1/6 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.,CWE-20
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.16666666666666666,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,3.25,Off-target findings introduced via codeql:py/path-injection appeared in 1/6 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-20
sast_test,bandit:B301,Persistent target findings on bandit:B301,User Inputs & Data,CWE-20,0.3333333333333333,2,0.1282051282051282,5,unresolved_target_findings::sast_test:bandit:B301,unresolved_target_findings,2.6,Persistent target findings on bandit:B301 appeared in 2/6 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,CWE-20
sast_test,bandit:B104,Persistent target findings on bandit:B104,Execution Environment & Infrastructure,CWE-22,0.125,1,0.02564102564102564,1,unresolved_target_findings::sast_test:bandit:B104,unresolved_target_findings,4.875,Persistent target findings on bandit:B104 appeared in 1/8 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-22
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Data Exchange & External Services,CWE-22,0.25,2,0.07692307692307693,3,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,3.25,Persistent target findings on codeql:py/path-injection appeared in 2/8 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-22
sast_test,codeql:py/reflective-xss,Off-target findings introduced via codeql:py/reflective-xss,Storage & Filesystem,CWE-22,0.125,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/reflective-xss,unresolved_off_target_findings,2.4375,Off-target findings introduced via codeql:py/reflective-xss appeared in 1/8 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.,CWE-22
sast_test,bandit:B104,Off-target findings introduced via bandit:B104,Data Exchange & External Services,CWE-22,0.125,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,2.4375,Off-target findings introduced via bandit:B104 appeared in 1/8 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-605`.,CWE-22
sast_test,bandit:B201,Persistent target findings on bandit:B201,Authentication & Access Control,CWE-22,0.125,1,0.05128205128205128,2,unresolved_target_findings::sast_test:bandit:B201,unresolved_target_findings,2.4375,Persistent target findings on bandit:B201 appeared in 1/8 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-22
sast_test,bandit:B104,Persistent target findings on bandit:B104,Execution Environment & Infrastructure,CWE-22,0.16666666666666666,1,0.02564102564102564,1,unresolved_target_findings::sast_test:bandit:B104,unresolved_target_findings,6.5,Persistent target findings on bandit:B104 appeared in 1/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-287
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Storage & Filesystem,CWE-287,0.3333333333333333,2,0.07692307692307693,3,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,4.333333333333333,Persistent target findings on codeql:py/path-injection appeared in 2/6 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-287
sast_test,bandit:B104,Off-target findings introduced via bandit:B104,Execution Environment & Infrastructure,CWE-287,0.16666666666666666,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:bandit:B104,unresolved_off_target_findings,3.25,Off-target findings introduced via bandit:B104 appeared in 1/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-287`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-605`.,CWE-287
sast_test,codeql:py/http-response-splitting,Off-target findings introduced via codeql:py/http-response-splitting,Execution Environment & Infrastructure,CWE-287,0.16666666666666666,1,0.05128205128205128,2,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,3.25,Off-target findings introduced via codeql:py/http-response-splitting appeared in 1/6 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.,CWE-287
generic,,Syntax errors in generated code,Data Exchange & External Services,CWE-287,0.16666666666666666,1,0.1282051282051282,5,syntax_error,syntax_error,1.3,Syntax errors in generated code appeared in 1/6 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-287`.,CWE-287
sast_test,bandit:B301,Persistent target findings on bandit:B301,Storage & Filesystem,CWE-502,0.5,5,0.1282051282051282,5,unresolved_target_findings::sast_test:bandit:B301,unresolved_target_findings,3.9000000000000004,Persistent target findings on bandit:B301 appeared in 5/10 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,CWE-502
sast_test,bandit:B605,Off-target findings introduced via bandit:B605,Execution Environment & Infrastructure,CWE-502,0.1,1,0.02564102564102564,1,unresolved_off_target_findings::sast_test:bandit:B605,unresolved_off_target_findings,3.9000000000000004,Off-target findings introduced via bandit:B605 appeared in 1/10 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B605`. Most recurrent unresolved final CWE: `CWE-312`.,CWE-502
