anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,failure_share,pattern_id,primary_reason,summary,support
generic,,Syntax errors in generated code,Data Exchange & External Services,CWE-611,0.1282051282051282,syntax_error,syntax_error,Syntax errors in generated code appeared in 5/39 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-611`.,5
sast_test,bandit:B301,Persistent target findings on bandit:B301,Storage & Filesystem,CWE-502,0.1282051282051282,unresolved_target_findings::sast_test:bandit:B301,unresolved_target_findings,Persistent target findings on bandit:B301 appeared in 5/39 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,5
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Data Exchange & External Services,CWE-22,0.07692307692307693,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,Persistent target findings on codeql:py/path-injection appeared in 3/39 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,3
sast_test,bandit:B314,Off-target findings introduced via bandit:B314,Web Outputs & Rendering,CWE-611,0.05128205128205128,unresolved_off_target_findings::sast_test:bandit:B314,unresolved_off_target_findings,Off-target findings introduced via bandit:B314 appeared in 2/39 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-611`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,2
sast_test,codeql:py/weak-sensitive-data-hashing,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing,Authentication & Access Control,CWE-611,0.05128205128205128,unresolved_off_target_findings::sast_test:codeql:py/weak-sensitive-data-hashing,unresolved_off_target_findings,Off-target findings introduced via codeql:py/weak-sensitive-data-hashing appeared in 2/39 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-611`. Most recurrent unresolved SAST test: `codeql:py/weak-sensitive-data-hashing`. Most recurrent unresolved final CWE: `CWE-327`.,2
sast_test,bandit:B608,Off-target findings introduced via bandit:B608,Data Exchange & External Services,CWE-502,0.05128205128205128,unresolved_off_target_findings::sast_test:bandit:B608,unresolved_off_target_findings,Off-target findings introduced via bandit:B608 appeared in 2/39 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B608`. Most recurrent unresolved final CWE: `CWE-89`.,2
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.05128205128205128,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,Off-target findings introduced via codeql:py/path-injection appeared in 2/39 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,2
sast_test,codeql:py/reflective-xss,Off-target findings introduced via codeql:py/reflective-xss,Storage & Filesystem,CWE-22,0.05128205128205128,unresolved_off_target_findings::sast_test:codeql:py/reflective-xss,unresolved_off_target_findings,Off-target findings introduced via codeql:py/reflective-xss appeared in 2/39 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/reflective-xss`. Most recurrent unresolved final CWE: `CWE-79`.,2
sast_test,bandit:B602,Persistent target findings on bandit:B602,Authentication & Access Control,CWE-20,0.05128205128205128,unresolved_target_findings::sast_test:bandit:B602,unresolved_target_findings,Persistent target findings on bandit:B602 appeared in 2/39 failed runs and was most common on `Authentication & Access Control` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B602`. Most recurrent unresolved final CWE: `CWE-78`.,2
sast_test,codeql:py/http-response-splitting,Off-target findings introduced via codeql:py/http-response-splitting,Storage & Filesystem,CWE-601,0.05128205128205128,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,Off-target findings introduced via codeql:py/http-response-splitting appeared in 2/39 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-601`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.,2
