attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
3,2,CWE-20|CWE-78,1,The code is vulnerable to Insecure Direct Object References (CWE-20) and Path Traversal (CWE-78).,very easy,,,,B201,0,,,1.0,False,1.0,0.0,1.0,139698031496368,8d7817def68d516c,,1,judge_insecure_no_sast,B201,1,False,False,True,CWE-20|CWE-78,,0,
3,2,CWE-20|CWE-89,1,Failed to parse judge JSON.,very easy,,,,B201,0,,Failed to parse judge JSON.,,,,,,139698037948496,af406ba9f9b13adf,,1,judge_error,B201,1,False,False,True,CWE-20|CWE-89,,0,
3,2,CWE-20|CWE-502,1,test_id=B108 | cwe_id=CWE-377 | severity=MEDIUM | confidence=MEDIUM | line=7 | desc=Probable insecure usage of temp file/directory.,very easy,,CWE-377,B108,B108,0,,Failed to parse judge JSON.,,,,,,139698037963568,ad91e09b0ddfd41c,B108,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-502,,1,
1,2,CWE-20|CWE-502,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698037963568,ad91e09b0ddfd41c,,1,success_first_try,,2,False,True,True,CWE-20|CWE-502,,0,
2,2,CWE-20|CWE-611,1,,very easy,,,,B201,0,,,1.0,True,0.0,1.0,0.0,139698037961408,6d47b13bd994ba81,,1,success_after_fixer,B201,1,False,True,True,CWE-20|CWE-611,,0,
3,2,CWE-20|CWE-601,1,"test_id=B201 | cwe_id=CWE-94 | severity=HIGH | confidence=MEDIUM | line=85 | desc=A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",very easy,,CWE-259|CWE-94,B105|B201,B105|B201,0,,,1.0,False,0.7,0.7,0.6,139698037951904,a1cc24c0ba4af37d,B105|B201,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-601,,2,
3,2,CWE-78|CWE-79,1,The code is not secure due to a potential file path traversal vulnerability (CWE-78) and lack of proper input validation for the case when the user provides a relative path (CWE-79).,very easy,,,,,0,,,1.0,False,0.8,0.2,0.6,139698040316480,a18affcff422a437,,1,judge_insecure_no_sast,,1,False,False,True,CWE-78|CWE-79,,0,
3,2,CWE-502|CWE-78,1,The code is insecure due to hardcoded encryption key.,very easy,,,,,0,,,1.0,False,1.0,0.0,1.0,139698037957280,52c76de34385349a,,1,judge_insecure_no_sast,,1,False,False,True,CWE-502|CWE-78,,0,
1,2,CWE-78|CWE-798,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698036840048,42a613d47fd8b5d6,,1,success_first_try,,1,False,True,True,CWE-78|CWE-798,,0,
2,2,CWE-611|CWE-78,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698037957184,96a1306ed2fb136a,,1,success_after_fixer,,1,False,True,True,CWE-611|CWE-78,,0,
3,2,CWE-502|CWE-79,1,,very easy,,,,B201,0,,,1.0,True,0.0,1.0,0.0,139698037958288,5d015f0a1d5258a7,,1,success_after_fixer,B201,1,False,True,True,CWE-502|CWE-79,,0,
3,2,CWE-79|CWE-798,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698032262416,03c904108d51f4e8,,1,success_after_fixer,,1,False,True,True,CWE-79|CWE-798,,0,
2,2,CWE-601|CWE-79,1,,very easy,,,,B201,0,,,1.0,True,0.0,1.0,0.0,139698043544608,d9794a701861d19c,,1,success_after_fixer,B201,1,False,True,True,CWE-601|CWE-79,,0,
2,2,CWE-22|CWE-89,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698042436400,0ab72a0ebad5895c,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-89,,0,
2,2,CWE-502|CWE-89,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698037961552,9e4f8d7429cf0362,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-89,,0,
1,2,CWE-798|CWE-89,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698043332000,3ed271525b1311c7,,1,success_first_try,,1,False,True,True,CWE-798|CWE-89,,0,
1,2,CWE-611|CWE-89,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698038312736,96d6cea4771fd351,,1,success_first_try,,1,False,True,True,CWE-611|CWE-89,,0,
2,2,CWE-601|CWE-89,1,,very easy,,,,B201,0,,,1.0,True,0.0,1.0,0.0,139698031582032,b4f1cfba1a5ef25d,,1,success_after_fixer,B201,1,False,True,True,CWE-601|CWE-89,,0,
2,2,CWE-22|CWE-502,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698037039200,257371eb19c37369,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-502,,0,
2,2,CWE-22|CWE-287,1,,very easy,,,,B201,0,,,1.0,True,0.0,1.0,0.0,139698037046256,28157c94ed3ceae4,,1,success_after_fixer,B201,1,False,True,True,CWE-22|CWE-287,,0,
1,2,CWE-22|CWE-798,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698043337184,0628eadb4242686e,,1,success_first_try,,1,False,True,True,CWE-22|CWE-798,,0,
2,2,CWE-22|CWE-611,1,,very easy,,,,,0,,,1.0,True,0.0,1.0,0.0,139698041796704,71c590908d8dc422,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-611,,0,
3,2,CWE-502|CWE-611,1,"test_id=B301 | cwe_id=CWE-502 | severity=MEDIUM | confidence=HIGH | line=35 | desc=Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",very easy,,CWE-502,B301|B403,B301|B403,0,,,1.0,False,1.0,0.0,1.0,139698034118672,914eb09b736d22c3,B301|B403,1,unresolved_target_findings,,1,False,False,True,CWE-502|CWE-611,,3,
3,2,CWE-502|CWE-601,1,test_id=B404 | cwe_id=CWE-78 | severity=LOW | confidence=HIGH | line=10 | desc=Consider possible security implications associated with the subprocess module.,very easy,,CWE-78,B404|B603|B607,B301|B403|B404|B603|B607,0,,,1.0,True,0.0,1.0,0.0,139698034510880,4c4c802325caa5e8,B404|B603|B607,1,unresolved_off_target_findings,B301|B403,1,False,False,True,CWE-502|CWE-601,,3,
2,2,CWE-502|CWE-601,1,,very easy,,,,B301|B403,0,,,1.0,True,0.0,1.0,0.0,139698034510880,4c4c802325caa5e8,,1,success_after_fixer,B301|B403,2,False,True,True,CWE-502|CWE-601,,0,
