ast_ok,attempts_executed,attempts_till_success,char_len,code_hash,combo_size,concepts,condition_axis,confidence_high,confidence_low,confidence_medium,cyclomatic_approx,depth,difficulty,difficulty_raw,distinct_bandit_tests,distinct_cwe_findings,distinct_sast_tests,false_positive_count,false_positive_rate,first_attempt_success,fixed_by_security_fixer,functionality_score,has_target_issue,issue_density,issue_weight_sum,issue_weight_sum_off_target,issue_weight_sum_target,issues_best_attempt,issues_delta_first_to_final,issues_final,issues_first_attempt,issues_per_100_loc,judge_functionality_score,judge_is_secure,judge_security_score,loc_nonempty,loc_total,node_id,node_signature,node_signature_hash,node_value,node_visits,num_calls,num_classes,num_functions,num_imports,off_target_issue_count,phase,record_schema_version,risk,risk_best_attempt,risk_combined,risk_delta_first_to_final,risk_final,risk_first_attempt,risk_judge,risk_sast,risk_sast_raw,run_index,sast_error,security_score,severity_high,severity_low,severity_medium,success,total_issues,total_issues_raw
True,1,1,1648,6cc707d56571e494,1,CWE-79,Web Outputs & Rendering,0,0,0,1,0,unknown,Web Outputs & Rendering,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,38,50,140541873307040,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.49613556391304353,8,7,0,3,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,3810,5c04022a8192f20d,1,CWE-89,Web Outputs & Rendering,0,0,0,8,0,unknown,Web Outputs & Rendering,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,62,66,140541873576448,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.13591434782608694,5,16,0,4,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1564,87afd4d620116092,1,CWE-22,Web Outputs & Rendering,0,0,0,8,0,unknown,Web Outputs & Rendering,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,36,46,140541874444944,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.26553266689274047,40,17,0,3,2,0,1,5,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,686,d6958fd520da3c5a,1,CWE-287,Web Outputs & Rendering,0,0,0,2,0,unknown,Web Outputs & Rendering,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,15,17,140541873585472,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.42608804467226097,12,10,1,1,4,0,1,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,1678,47308b9c92896a2b,1,CWE-89,Execution Environment & Infrastructure,0,0,0,6,0,unknown,Execution Environment & Infrastructure,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,37,39,140541873576736,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.13096956521739128,4,27,0,2,7,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,446,e0741e54c0480a9b,1,CWE-502,Execution Environment & Infrastructure,0,0,0,1,0,unknown,Execution Environment & Infrastructure,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,2,0,2,0.0,1.0,True,1.0,9,12,140541874512400,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.32781810727498817,36,0,0,0,0,0,1,5,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,608,1b3ada06c5f3fd96,1,CWE-79,User Inputs & Data,0,0,0,2,0,unknown,User Inputs & Data,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,17,17,140541872554256,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.48888736709175906,11,10,0,2,2,0,1,5,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,1131,449599bf539dac11,1,CWE-89,User Inputs & Data,0,0,0,1,0,unknown,User Inputs & Data,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,25,31,140541873585952,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.4260880658637746,13,9,1,4,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,1000,15ee921d56e63b43,1,CWE-22,User Inputs & Data,3,0,1,8,0,unknown,User Inputs & Data,4,4,4,1,0.2,False,False,1.0,True,0.15384615384615385,29.25,18.0,11.25,4,0,4,4,15.384615384615385,1.0,False,0.0,26,29,140541874449984,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.36424234141665357,36,11,0,2,2,3,1,5,0.4936708860759494,0.4936708860759494,0.4936708860759494,0.0,0.4936708860759494,0.4936708860759494,1.0,0.4936708860759494,0.5330739299610895,1,False,0.5063291139240507,3,0,1,False,4,5
True,1,1,4376,0b33cf97e8944462,1,CWE-79,Authentication & Access Control,0,0,0,12,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,107,127,140541872570288,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.5001644310000001,9,74,3,5,6,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,985,5229338b8b555665,1,CWE-89,Authentication & Access Control,0,0,0,3,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,23,31,140541870860976,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.5012124933540373,9,9,0,1,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,1584,37cdaf042fe28885,1,CWE-22,Authentication & Access Control,0,0,0,5,0,unknown,Authentication & Access Control,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,2,0,2,0.0,1.0,True,1.0,38,47,140541874439904,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.36424234141665357,36,16,0,4,2,0,1,5,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,2439,bee78149518f7a8b,1,CWE-22,Storage & Filesystem,1,0,1,10,0,unknown,Storage & Filesystem,2,1,2,0,0.0,False,False,1.0,False,0.041666666666666664,7.5,7.5,0.0,2,0,2,2,4.166666666666666,1.0,False,0.0,48,61,140541869889280,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.3318662207357859,3,34,1,5,2,2,1,5,0.2,0.2,0.2,0.0,0.2,0.2,1.0,0.2,0.2,1,False,0.8,0,0,2,False,2,2
True,1,1,2784,385c8dc39c73edea,1,CWE-22,Storage & Filesystem,0,0,0,8,0,unknown,Storage & Filesystem,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,60,67,140541869889280,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.3318662207357859,3,35,0,6,4,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,False,1.0,0,0,0,True,0,0
True,1,1,1265,d2a26b3c18de72df,1,CWE-287,Storage & Filesystem,0,0,0,5,0,unknown,Storage & Filesystem,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,29,36,140541871626464,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.22517569565217394,6,19,0,3,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,957,7486b873c9e7fb84,1,CWE-79,Data Exchange & External Services,0,0,0,5,0,unknown,Data Exchange & External Services,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,23,29,140541869895712,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.4190538913043478,7,8,0,3,3,0,1,5,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,5610,01e3ca0ec1999724,1,CWE-89,Data Exchange & External Services,0,0,0,36,0,unknown,Data Exchange & External Services,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,106,119,140541872250496,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.41623986035573124,8,105,0,13,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,582,37f62049d4753d51,1,CWE-22,Data Exchange & External Services,0,0,0,8,0,unknown,Data Exchange & External Services,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,15,17,140541871630304,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.2455794607722817,7,9,0,1,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1807,410b8290ad3a4bdc,1,CWE-502,Data Exchange & External Services,0,0,0,6,0,unknown,Data Exchange & External Services,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,37,49,140541871230704,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.4565157664176105,8,12,0,3,4,0,1,5,0.0,0.0,0.0,0.13043478260869565,0.0,0.13043478260869565,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1489,3fdbeaafda8a8e51,2,CWE-20|CWE-78,Execution Environment & Infrastructure,0,0,0,9,1,unknown,Execution Environment & Infrastructure,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,24,29,140541872245408,p=1|depth=1|diff=unknown|concepts=CWE-20|CWE-78,1cda86f2609cda98,0.5622559565217392,6,12,0,2,0,0,1,5,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,1108,4d527c8059003299,2,CWE-20|CWE-78,User Inputs & Data,0,0,0,5,1,unknown,User Inputs & Data,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,26,35,140541874519504,p=1|depth=1|diff=unknown|concepts=CWE-20|CWE-78,1cda86f2609cda98,0.5551628431895343,31,10,0,2,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1390,e0150827cb4007db,2,CWE-20|CWE-78,Storage & Filesystem,0,0,0,8,1,unknown,Storage & Filesystem,0,0,0,0,,False,True,1.0,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,1.0,True,1.0,31,39,140541871232528,p=1|depth=1|diff=unknown|concepts=CWE-20|CWE-78,1cda86f2609cda98,0.4565605475869565,9,15,0,3,0,0,1,5,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
