ast_ok,attempts_executed,attempts_till_success,char_len,code_hash,combo_size,concepts,condition_axis,confidence_high,confidence_low,confidence_medium,cyclomatic_approx,depth,difficulty,difficulty_raw,distinct_bandit_tests,distinct_cwe_findings,distinct_sast_tests,false_positive_count,false_positive_rate,first_attempt_success,fixed_by_security_fixer,functionality_score,has_target_issue,issue_density,issue_weight_sum,issue_weight_sum_off_target,issue_weight_sum_target,issues_best_attempt,issues_delta_first_to_final,issues_final,issues_first_attempt,issues_per_100_loc,judge_functionality_score,judge_is_secure,judge_security_score,loc_nonempty,loc_total,node_id,node_signature,node_signature_hash,node_value,node_visits,num_calls,num_classes,num_functions,num_imports,off_target_issue_count,phase,record_schema_version,risk,risk_best_attempt,risk_combined,risk_delta_first_to_final,risk_final,risk_first_attempt,risk_judge,risk_sast,risk_sast_raw,run_index,sast_error,security_score,severity_high,severity_low,severity_medium,success,total_issues,total_issues_raw
True,3,3,404,4c43e919c92efd84,1,CWE-20,Web Outputs & Rendering,1,0,0,4,0,unknown,Web Outputs & Rendering,1,1,1,0,0.0,False,False,0.7,False,0.07142857142857142,7.5,7.5,0.0,1,0,1,1,7.142857142857142,0.7,False,0.0,14,14,135724342070592,p=1|depth=0|diff=unknown|concepts=CWE-20,5a25e7f9fdec2ca1,0.39842856483466393,25,7,0,1,2,1,1,5,0.2,0.2,0.2,0.0,0.2,0.2,1.0,0.2,0.2,1,False,0.8,1,0,0,False,1,1
True,1,1,1229,44319ad006b087bb,1,CWE-78,Web Outputs & Rendering,0,0,0,6,0,unknown,Web Outputs & Rendering,0,0,0,2,1.0,True,False,0.6,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.6,True,1.0,37,46,135724330081248,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.39842856483466393,25,11,0,2,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,1,False,1.0,0,0,0,True,0,2
True,1,1,1181,9946bc7e53a5d49d,1,CWE-79,Web Outputs & Rendering,0,0,0,4,0,unknown,Web Outputs & Rendering,0,0,0,0,,True,False,0.2,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.2,True,1.0,29,35,135724330086048,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.18801263149769584,8,13,1,1,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,390,49842b7e8f0acbc2,1,CWE-22,Web Outputs & Rendering,0,0,0,4,0,unknown,Web Outputs & Rendering,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,12,14,135724328824480,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.2500807453416149,3,3,0,1,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,2483,58eefa21b2529581,1,CWE-287,Web Outputs & Rendering,0,0,1,9,0,unknown,Web Outputs & Rendering,1,1,1,0,0.0,False,False,0.1,False,0.016666666666666666,1.0,1.0,0.0,1,0,1,1,1.6666666666666667,0.1,False,0.0,60,67,135724330217456,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.46407014131731317,9,19,2,6,2,1,1,5,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,1.0,0.03225806451612903,0.03225806451612903,1,False,0.967741935483871,0,1,0,False,1,1
True,1,1,1537,ed53a2c69ceae1cd,1,CWE-20,Execution Environment & Infrastructure,0,0,0,8,0,unknown,Execution Environment & Infrastructure,0,0,0,2,1.0,True,False,0.9,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9,True,1.0,39,51,135724329108256,p=1|depth=0|diff=unknown|concepts=CWE-20,5a25e7f9fdec2ca1,0.17357957714767536,10,8,0,3,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1,False,1.0,0,0,0,True,0,2
True,3,3,1212,5f6443ecb24701a8,1,CWE-78,Execution Environment & Infrastructure,1,0,0,5,0,unknown,Execution Environment & Infrastructure,1,1,1,1,0.5,False,False,0.5,True,0.03333333333333333,11.25,0.0,11.25,1,1,1,2,3.3333333333333335,0.5,False,0.0,30,39,135724329395424,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.11388523969542798,14,12,0,3,5,0,1,5,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.07862407862407866,0.2727272727272727,0.35135135135135137,1.0,0.2727272727272727,0.3103448275862069,1,False,0.7272727272727273,1,0,0,False,1,2
True,1,1,687,b44227616ab0c96d,1,CWE-79,Execution Environment & Infrastructure,0,0,0,2,0,unknown,Execution Environment & Infrastructure,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,14,18,135724329112672,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.14059906550752388,12,9,0,1,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,1188,f15225d9d60c467d,1,CWE-22,Execution Environment & Infrastructure,2,0,0,5,0,unknown,Execution Environment & Infrastructure,2,1,2,0,0.0,False,False,0.9,False,0.06666666666666667,3.0,3.0,0.0,2,0,2,2,6.666666666666667,0.9,False,0.0,30,42,135724329108640,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.21429517390284067,8,9,0,2,2,2,1,5,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091,0.09090909090909091,1,False,0.9090909090909091,0,2,0,False,2,2
True,3,3,1173,bd35ce1b68db9824,1,CWE-502,Execution Environment & Infrastructure,4,0,0,7,0,unknown,Execution Environment & Infrastructure,4,3,4,1,0.2,False,False,0.8,True,0.10526315789473684,19.5,6.0,13.5,4,0,4,4,10.526315789473683,0.8,False,0.0,38,50,135724329122128,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.15622117921054635,11,10,3,7,2,2,1,5,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.0,0.3939393939393939,0.3939393939393939,1.0,0.3939393939393939,0.5061728395061729,1,False,0.6060606060606061,1,2,1,False,4,5
True,1,1,1224,b38c539f16b3afb2,1,CWE-287,Execution Environment & Infrastructure,0,0,0,5,0,unknown,Execution Environment & Infrastructure,0,0,0,0,,True,False,0.7,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7,True,1.0,37,48,135724327558496,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.09224704415343862,16,6,0,3,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,887,c0866c46ff9fe9d4,1,CWE-20,User Inputs & Data,0,0,0,4,0,unknown,User Inputs & Data,0,0,0,0,,False,True,0.7,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.7,True,1.0,23,27,135724328499392,p=1|depth=0|diff=unknown|concepts=CWE-20,5a25e7f9fdec2ca1,0.15916400929181354,26,11,0,1,0,0,1,5,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,752,48f37382895e34ee,1,CWE-78,User Inputs & Data,1,0,0,5,0,unknown,User Inputs & Data,1,1,1,1,0.5,False,False,0.7,True,0.058823529411764705,2.25,0.0,2.25,1,1,1,2,5.88235294117647,0.7,False,0.0,17,21,135724328499680,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.10442750649635889,30,5,0,1,2,0,1,5,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06066734074823053,0.06976744186046512,0.13043478260869565,1.0,0.06976744186046512,0.13043478260869565,1,False,0.9302325581395349,0,1,0,False,1,2
True,1,1,1574,7697e62e19bd0cef,1,CWE-79,User Inputs & Data,0,0,0,8,0,unknown,User Inputs & Data,0,0,0,0,,True,False,0.8,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.8,True,1.0,38,48,135724326710704,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.19029152631650953,13,22,0,2,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,656,527b3307d9db44fa,1,CWE-22,User Inputs & Data,0,0,0,4,0,unknown,User Inputs & Data,0,0,0,0,,True,False,0.3,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3,True,1.0,17,19,135724326711184,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.17407448070253492,26,7,0,1,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,1612,a50acd7c581f5d86,1,CWE-502,User Inputs & Data,0,0,0,2,0,unknown,User Inputs & Data,0,0,0,0,,True,False,0.3,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3,True,1.0,33,43,135724327004656,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.21143502858317237,12,9,1,4,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1423,a7e58d1ad6655b48,1,CWE-287,User Inputs & Data,0,0,0,6,0,unknown,User Inputs & Data,0,0,0,0,,False,True,0.3,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.3,True,1.0,31,40,135724326711856,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.1410003293690533,28,17,1,6,2,0,1,5,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,1708,d04cbc44391f2f16,1,CWE-20,Authentication & Access Control,0,0,0,5,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,0.7,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7,True,1.0,38,51,135724325535040,p=1|depth=0|diff=unknown|concepts=CWE-20,5a25e7f9fdec2ca1,0.25843818398304846,11,8,0,5,0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
False,3,3,5082,f68bf46681c09d5b,1,CWE-78,Authentication & Access Control,0,0,0,0,0,unknown,Authentication & Access Control,0,0,0,1,0.3333333333333333,False,False,0.9,False,0.015748031496062992,0.0,0.0,0.0,2,2,0,2,1.574803149606299,0.9,False,0.0,127,173,135724324734592,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.14347826086956522,2,0,0,0,0,0,1,5,0.0,0.3442622950819672,0.0,0.3442622950819672,0.0,0.3442622950819672,1.0,0.0,0.375,1,False,1.0,0,0,0,False,2,3
False,3,3,2384,e91365841f695fde,1,CWE-78,Authentication & Access Control,0,0,0,0,0,unknown,Authentication & Access Control,0,0,0,1,0.3333333333333333,False,False,0.5,False,0.03773584905660377,0.0,0.0,0.0,2,2,0,2,3.7735849056603774,0.5,False,0.0,53,68,135724324734592,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.14347826086956522,2,0,0,0,0,0,1,5,0.0,0.14893617021276595,0.0,0.3220338983050847,0.0,0.3220338983050847,1.0,0.0,0.2,2,False,1.0,0,0,0,False,2,3
True,1,1,1761,d374308e4cb345ba,1,CWE-79,Authentication & Access Control,0,0,0,7,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,39,44,135724326126848,p=1|depth=0|diff=unknown|concepts=CWE-79,0199b8714cb2f5fe,0.3190595454672633,9,11,0,2,2,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,2435,7cc0ccf985a5f52d,1,CWE-89,Authentication & Access Control,0,0,0,16,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,0.9,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.9,True,1.0,48,59,135724325819536,p=1|depth=0|diff=unknown|concepts=CWE-89,e3c2db0e81df8a06,0.18840143586984226,14,29,0,3,5,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,2076,c77cf372bcbda470,1,CWE-22,Authentication & Access Control,0,0,0,14,0,unknown,Authentication & Access Control,0,0,0,0,,False,True,0.3,False,0.0,0.0,0.0,0.0,0,2,0,2,0.0,0.3,True,1.0,53,67,135724326127616,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.25843797229352844,11,26,0,3,4,0,1,5,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,3081,855ef27839eb1d7b,1,CWE-502,Authentication & Access Control,0,0,0,13,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,0.3,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3,True,1.0,76,96,135724325535280,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.1884014360819503,14,22,0,4,7,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,3892,4b8c803f09fb9586,1,CWE-287,Authentication & Access Control,0,0,0,9,0,unknown,Authentication & Access Control,0,0,0,0,,True,False,0.3,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.3,True,1.0,85,113,135724326136256,p=1|depth=0|diff=unknown|concepts=CWE-287,2aea3b7daf823322,0.4377193497164462,6,40,0,6,7,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,1,1,835,02e18f7dfb79c999,1,CWE-20,Storage & Filesystem,0,0,0,8,0,unknown,Storage & Filesystem,0,0,0,0,,True,False,1.0,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,True,1.0,25,31,135724324738288,p=1|depth=0|diff=unknown|concepts=CWE-20,5a25e7f9fdec2ca1,0.164270109981103,13,9,0,2,4,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,3,3,876,377b0ddf0d34a9b3,1,CWE-78,Storage & Filesystem,1,0,0,6,0,unknown,Storage & Filesystem,1,1,1,1,0.5,False,False,0.3,True,0.047619047619047616,2.25,0.0,2.25,1,0,1,1,4.761904761904762,0.3,False,0.0,21,28,135724323051120,p=1|depth=0|diff=unknown|concepts=CWE-78,6f70554583bc999b,0.5092499542956714,7,7,0,3,3,0,1,5,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.20295983086680758,0.06976744186046512,0.2727272727272727,1.0,0.06976744186046512,0.13043478260869565,1,False,0.9302325581395349,0,1,0,False,1,2
True,1,1,764,395ffa0d24c5ed78,1,CWE-22,Storage & Filesystem,0,0,0,5,0,unknown,Storage & Filesystem,0,0,0,0,,True,False,0.7,False,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.7,True,1.0,18,22,135724324744912,p=1|depth=0|diff=unknown|concepts=CWE-22,683483fe56c3adf6,0.13305878908230917,15,12,0,1,3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
True,2,2,1171,337784c5bff5fa8e,1,CWE-502,Storage & Filesystem,0,0,0,9,0,unknown,Storage & Filesystem,0,0,0,0,,False,True,0.3,False,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.3,True,1.0,23,29,135724325131936,p=1|depth=0|diff=unknown|concepts=CWE-502,fbec3b3e49581fdf,0.25037358846724184,9,19,0,1,2,0,1,5,0.0,0.0,0.0,0.06976744186046512,0.0,0.06976744186046512,0.0,0.0,,1,False,1.0,0,0,0,True,0,0
