attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
1,2,CWE-20|CWE-78,1,test_id=bandit:B104 | cwe_id=CWE-605 | severity=MEDIUM | confidence=MEDIUM | line=213 | desc=Possible binding to all interfaces.,very easy,problem_solver,CWE-605,bandit:B104,bandit:B104,0,,,1.0,False,1.0,0.0,1.0,139698030539120,8d7817def68d516c,bandit:B104,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-78,0,1,1
1,2,CWE-20|CWE-79,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=116 | desc=This path depends on a [user-provided value](1).,very easy,problem_solver,CWE-22,codeql:py/path-injection,codeql:py/path-injection,0,,,0.8,False,1.0,0.0,1.0,139698022640400,c8090992dca15546,codeql:py/path-injection,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-79,0,2,2
1,2,CWE-20|CWE-502,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698022635168,ad91e09b0ddfd41c,,1,success_first_try,,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-287,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698021243488,e7ea9b59ccac167b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287,0,0,0
1,2,CWE-20|CWE-798,1,test_id=bandit:B506 | cwe_id=CWE-20 | severity=MEDIUM | confidence=HIGH | line=40 | desc=Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,very easy,problem_solver,CWE-20|CWE-502,bandit:B506|semgrep:prismvul.python.yaml-load-unsafe,bandit:B506|semgrep:prismvul.python.yaml-load-unsafe,0,,,1.0,False,1.0,0.0,1.0,139698023181840,a138cda9087135f3,bandit:B506|semgrep:prismvul.python.yaml-load-unsafe,1,unresolved_target_findings,,1,False,False,True,CWE-20|CWE-798,0,2,2
1,2,CWE-20|CWE-611,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698023185968,6d47b13bd994ba81,,1,success_first_try,,1,False,True,True,CWE-20|CWE-611,0,0,0
1,2,CWE-78|CWE-79,1,,very easy,problem_solver,,,,0,,Failed to parse judge JSON.,,,,,,139698033363136,a18affcff422a437,,1,success_first_try,,1,False,True,True,CWE-78|CWE-79,0,0,0
1,2,CWE-78|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698025007824,809390faf06ab7bd,,1,success_first_try,,1,False,True,True,CWE-78|CWE-89,0,0,0
1,2,CWE-287|CWE-78,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698039363664,7f3a627b61bfe724,,1,success_first_try,,1,False,True,True,CWE-287|CWE-78,0,0,0
1,2,CWE-78|CWE-798,1,test_id=bandit:B102 | cwe_id=CWE-78 | severity=MEDIUM | confidence=HIGH | line=87 | desc=Use of exec detected.,very easy,problem_solver,CWE-78|CWE-94,bandit:B102|semgrep:prismvul.python.exec,bandit:B102|semgrep:prismvul.python.exec,0,,,1.0,False,1.0,0.0,1.0,139698027621664,42a613d47fd8b5d6,bandit:B102|semgrep:prismvul.python.exec,1,unresolved_target_findings,,1,False,False,True,CWE-78|CWE-798,0,2,2
1,2,CWE-611|CWE-78,1,"test_id=bandit:B301 | cwe_id=CWE-502 | severity=HIGH | confidence=HIGH | line=67 | desc=Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",very easy,problem_solver,CWE-502,bandit:B301,bandit:B301,0,,,1.0,False,1.0,0.0,1.0,139698042962480,96a1306ed2fb136a,bandit:B301,1,unresolved_off_target_findings,,1,False,False,True,CWE-611|CWE-78,0,1,1
