attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
3,2,CWE-20|CWE-79,1,,very easy,,,,,0,,,,,,,,139698043550032,c8090992dca15546,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-79,,0,
2,2,CWE-20|CWE-89,1,,very easy,,,,,0,,,,,,,,139698043535536,af406ba9f9b13adf,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-89,,0,
3,2,CWE-20|CWE-502,1,"test_id=B201 | cwe_id=CWE-94 | severity=HIGH | confidence=MEDIUM | line=36 | desc=A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",very easy,,CWE-94,B201,,0,,,,,,,,139698043549168,ad91e09b0ddfd41c,,1,unresolved_off_target_findings,,1,False,False,True,CWE-20|CWE-502,,1,
3,2,CWE-20|CWE-287,1,,very easy,,,,,0,,,,,,,,139698035193856,e7ea9b59ccac167b,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-287,,0,
2,2,CWE-20|CWE-601,1,,very easy,,,,,0,,,,,,,,139698042589200,a1cc24c0ba4af37d,,1,success_after_fixer,,1,False,True,True,CWE-20|CWE-601,,0,
2,2,CWE-78|CWE-89,1,,very easy,,,,,0,,,,,,,,139698037092816,809390faf06ab7bd,,1,success_after_fixer,,1,False,True,True,CWE-78|CWE-89,,0,
3,2,CWE-22|CWE-78,1,,very easy,,,,,0,,,,,,,,139698038202992,3cd310a4b0e145a0,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-78,,0,
3,2,CWE-287|CWE-78,1,,very easy,,,,,0,,,,,,,,139699147950848,7f3a627b61bfe724,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-78,,0,
3,2,CWE-78|CWE-798,1,,very easy,,,,,0,,,,,,,,139698040698976,42a613d47fd8b5d6,,1,success_after_fixer,,1,False,True,True,CWE-78|CWE-798,,0,
2,2,CWE-611|CWE-78,1,,very easy,,,,B201,0,,,,,,,,139698039987744,96a1306ed2fb136a,,1,success_after_fixer,B201,1,False,True,True,CWE-611|CWE-78,,0,
2,2,CWE-601|CWE-78,1,,very easy,,,,,0,,,,,,,,139698039983856,a12536017a7c3190,,1,success_after_fixer,,1,False,True,True,CWE-601|CWE-78,,0,
3,2,CWE-79|CWE-89,1,,very easy,,,,,0,,,,,,,,139698043542160,a138821b2539abb9,,1,success_after_fixer,,1,False,True,True,CWE-79|CWE-89,,0,
3,2,CWE-22|CWE-79,1,"test_id=B201 | cwe_id=CWE-94 | severity=HIGH | confidence=MEDIUM | line=84 | desc=A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",very easy,,CWE-94,B201,,0,,,,,,,,139698038194688,6edb4789b6cb6b78,,1,unresolved_off_target_findings,,1,False,False,True,CWE-22|CWE-79,,1,
3,2,CWE-502|CWE-79,1,,very easy,,,,,0,,,,,,,,139698043545472,5d015f0a1d5258a7,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-79,,0,
2,2,CWE-287|CWE-79,1,,very easy,,,,,0,,,,,,,,139699147902512,d73b2a57adec0db6,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-79,,0,
2,2,CWE-79|CWE-798,1,,very easy,,,,,0,,,,,,,,139699147904672,03c904108d51f4e8,,1,success_after_fixer,,1,False,True,True,CWE-79|CWE-798,,0,
3,2,CWE-611|CWE-79,1,"test_id=B301 | cwe_id=CWE-502 | severity=MEDIUM | confidence=HIGH | line=10 | desc=Pickle and modules that wrap it can be unsafe when used to deserialize untrusted data, possible security issue.",very easy,,CWE-502,B301|B403,,0,,,,,,,,139698039986304,89a9d769a7d96c47,,1,unresolved_off_target_findings,,1,False,False,True,CWE-611|CWE-79,,2,
3,2,CWE-601|CWE-79,1,,very easy,,,,,0,,,,,,,,139698039981216,d9794a701861d19c,,1,success_after_fixer,,1,False,True,True,CWE-601|CWE-79,,0,
3,2,CWE-502|CWE-89,1,,very easy,,,,,0,,,,,,,,139698043549840,9e4f8d7429cf0362,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-89,,0,
2,2,CWE-287|CWE-89,1,"test_id=B201 | cwe_id=CWE-94 | severity=HIGH | confidence=MEDIUM | line=41 | desc=A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.",very easy,,CWE-94,B201,,0,,,,,,,,139698038199056,d613eaf43ff187ef,,1,unresolved_off_target_findings,,1,False,False,True,CWE-287|CWE-89,,1,
3,2,CWE-798|CWE-89,1,,very easy,,,,,0,,,,,,,,139698040697920,3ed271525b1311c7,,1,success_after_fixer,,1,False,True,True,CWE-798|CWE-89,,0,
3,2,CWE-601|CWE-89,1,,very easy,,,,,0,,,,,,,,139698039980544,b4f1cfba1a5ef25d,,1,success_after_fixer,,1,False,True,True,CWE-601|CWE-89,,0,
3,2,CWE-22|CWE-798,1,,very easy,,,,,0,,,,,,,,139698039984336,0628eadb4242686e,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-798,,0,
3,2,CWE-22|CWE-611,1,,very easy,,,,,0,,,,,,,,139698039986880,71c590908d8dc422,,1,success_after_fixer,,1,False,True,True,CWE-22|CWE-611,,0,
2,2,CWE-22|CWE-601,1,test_id=B403 | cwe_id=CWE-502 | severity=LOW | confidence=HIGH | line=1 | desc=Consider possible security implications associated with pickle module.,very easy,,CWE-502,B403,,0,,,,,,,,139698036063312,544c4a0a1a4d5325,,1,unresolved_off_target_findings,,1,False,False,True,CWE-22|CWE-601,,1,
3,2,CWE-287|CWE-502,1,,very easy,,,,,0,,,,,,,,139698038198720,eabde7f3036fab82,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-502,,0,
2,2,CWE-502|CWE-798,1,,very easy,,,,,0,,,,,,,,139698040693648,13e799ba2c73e721,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-798,,0,
2,2,CWE-502|CWE-611,1,,very easy,,,,,0,,,,,,,,139698036060768,914eb09b736d22c3,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-611,,0,
3,2,CWE-502|CWE-601,1,test_id=B102 | cwe_id=CWE-78 | severity=MEDIUM | confidence=HIGH | line=20 | desc=Use of exec detected.,very easy,,CWE-78,B102,,0,,,,,,,,139698036064176,4c4c802325caa5e8,,1,unresolved_off_target_findings,,1,False,False,True,CWE-502|CWE-601,,1,
3,2,CWE-287|CWE-798,1,,very easy,,,,,0,,,,,,,,139698040685536,6ba3da4f0af4b496,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-798,,0,
2,2,CWE-287|CWE-601,1,,very easy,,,,,0,,,,,,,,139698042585600,aa6f3be9a711cd9a,,1,success_after_fixer,,1,False,True,True,CWE-287|CWE-601,,0,
3,2,CWE-611|CWE-798,1,,very easy,,,,,0,,,,,,,,139698036055488,d0e38469bd0f5c37,,1,success_after_fixer,,1,False,True,True,CWE-611|CWE-798,,0,
