attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
2,2,CWE-20|CWE-78,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.6,True,0.0,1.0,0.0,126765444777600,8d7817def68d516c,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-20|CWE-78,0,0,0
2,2,CWE-20|CWE-79,1,,very easy,security_fixer,,,bandit:B301,1,,,0.8,True,0.0,1.0,0.0,126765435801232,c8090992dca15546,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-20|CWE-79,0,0,0
2,2,CWE-20|CWE-89,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.5,True,0.0,1.0,0.0,126765435801712,af406ba9f9b13adf,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-20|CWE-89,0,0,0
3,2,CWE-20|CWE-22,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=20 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/flask-debug|codeql:py/path-injection,2,,,0.6,False,1.0,0.0,1.0,126765435809488,0b24bd38e2eec569,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201|codeql:py/flask-debug,1,False,False,True,CWE-20|CWE-22,0,1,1
2,2,CWE-20|CWE-502,1,,very easy,security_fixer,,,codeql:py/clear-text-logging-sensitive-data,1,,,1.0,True,0.0,1.0,0.0,126765438930288,ad91e09b0ddfd41c,,1,success_after_fixer,codeql:py/clear-text-logging-sensitive-data,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-287,1,,very easy,problem_solver,,,,0,,,0.8,True,0.0,1.0,0.0,126765434647232,e7ea9b59ccac167b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287,0,0,0
2,2,CWE-20|CWE-798,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.6,True,0.0,1.0,0.0,126765435861952,a138cda9087135f3,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-20|CWE-798,0,0,0
3,2,CWE-20|CWE-611,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=20 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,bandit:B108|codeql:py/path-injection,2,,,0.8,False,1.0,0.0,1.0,126765435862480,6d47b13bd994ba81,codeql:py/path-injection,1,unresolved_off_target_findings,bandit:B108,1,False,False,True,CWE-20|CWE-611,0,3,3
1,2,CWE-20|CWE-601,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,126765434637392,a1cc24c0ba4af37d,,1,success_first_try,,1,False,True,True,CWE-20|CWE-601,0,0,0
1,2,CWE-78|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,126765435801184,a18affcff422a437,,1,success_first_try,,1,False,True,True,CWE-78|CWE-79,0,0,0
