attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
2,2,CWE-20|CWE-78,1,test_id=bandit:B102 | cwe_id=CWE-78 | severity=MEDIUM | confidence=HIGH | line=34 | desc=Use of exec detected.,very easy,security_fixer,CWE-78|CWE-94,bandit:B102|bandit:B307|semgrep:prismvul.python.eval|semgrep:prismvul.python.exec,bandit:B102|bandit:B301|bandit:B307|semgrep:prismvul.python.eval|semgrep:prismvul.python.exec,1,,,0.4,False,1.0,0.0,1.0,126765438888960,8d7817def68d516c,bandit:B102|bandit:B307|semgrep:prismvul.python.eval|semgrep:prismvul.python.exec,1,unresolved_target_findings,bandit:B301,1,False,False,True,CWE-20|CWE-78,0,8,8
2,2,CWE-20|CWE-78,1,,very easy,security_fixer,,,,1,,,1.0,True,0.0,1.0,0.0,126765438888960,8d7817def68d516c,,1,success_after_fixer,,2,False,True,True,CWE-20|CWE-78,0,0,0
2,2,CWE-20|CWE-79,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.8,True,0.0,1.0,0.0,126765438883440,c8090992dca15546,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-20|CWE-79,0,0,0
2,2,CWE-20|CWE-89,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.7,True,0.0,1.0,0.0,126765438879888,af406ba9f9b13adf,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-20|CWE-89,0,0,0
3,2,CWE-20|CWE-22,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=45 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,codeql:py/path-injection,2,,,0.6,False,1.0,0.0,1.0,126765439047952,0b24bd38e2eec569,codeql:py/path-injection,1,unresolved_target_findings,,1,False,False,True,CWE-20|CWE-22,0,1,1
2,2,CWE-78|CWE-79,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.8,True,0.0,1.0,0.0,126765438884880,a18affcff422a437,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-78|CWE-79,0,0,0
2,2,CWE-78|CWE-89,1,,very easy,security_fixer,,,bandit:B301,1,,,0.4,True,0.0,1.0,0.0,126765438885072,809390faf06ab7bd,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-78|CWE-89,0,0,0
3,2,CWE-22|CWE-78,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=21 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/flask-debug|codeql:py/path-injection,2,,,0.9,False,1.0,0.0,1.0,126765439047088,3cd310a4b0e145a0,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201|codeql:py/flask-debug,1,False,False,True,CWE-22|CWE-78,0,3,3
2,2,CWE-502|CWE-78,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,0.8,True,0.0,1.0,0.0,126765430431744,52c76de34385349a,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-502|CWE-78,0,0,0
1,2,CWE-287|CWE-78,1,,very easy,problem_solver,,,,0,,,0.8,True,0.0,1.0,0.0,126765499732848,7f3a627b61bfe724,,1,success_first_try,,1,False,True,True,CWE-287|CWE-78,0,0,0
2,2,CWE-78|CWE-798,1,,very easy,security_fixer,,,bandit:B201|codeql:py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,126765445123104,42a613d47fd8b5d6,,1,success_after_fixer,bandit:B201|codeql:py/flask-debug,1,False,True,True,CWE-78|CWE-798,0,0,0
2,2,CWE-601|CWE-78,1,,very easy,security_fixer,,,bandit:B301,1,,,0.0,True,0.0,1.0,0.0,126765454434160,a12536017a7c3190,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-601|CWE-78,0,0,0
2,2,CWE-79|CWE-89,1,,very easy,security_fixer,,,codeql:py/path-injection,1,,,0.3,True,0.0,1.0,0.0,126766544477344,a138821b2539abb9,,1,success_after_fixer,codeql:py/path-injection,1,False,True,True,CWE-79|CWE-89,0,0,0
2,2,CWE-502|CWE-79,1,,very easy,security_fixer,,,,1,,,0.9,True,0.0,1.0,0.0,126765436472208,5d015f0a1d5258a7,,1,success_after_fixer,,1,False,True,True,CWE-502|CWE-79,0,0,0
2,2,CWE-79|CWE-798,1,,very easy,security_fixer,,,bandit:B301,1,,,0.5,True,0.0,1.0,0.0,126765437306544,03c904108d51f4e8,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-79|CWE-798,0,0,0
1,2,CWE-601|CWE-79,1,,very easy,problem_solver,,,,0,,,0.8,True,0.0,1.0,0.0,126766544475280,d9794a701861d19c,,1,success_first_try,,1,False,True,True,CWE-601|CWE-79,0,0,0
3,2,CWE-22|CWE-89,1,test_id=codeql:py/path-injection | cwe_id=CWE-22 | severity=HIGH | confidence=HIGH | line=31 | desc=This path depends on a [user-provided value](1).,very easy,security_fixer,CWE-22,codeql:py/path-injection,bandit:B201|codeql:py/flask-debug|codeql:py/path-injection,2,,,0.7,False,1.0,0.0,1.0,126765434182528,0ab72a0ebad5895c,codeql:py/path-injection,1,unresolved_target_findings,bandit:B201|codeql:py/flask-debug,1,False,False,True,CWE-22|CWE-89,0,1,1
3,2,CWE-502|CWE-89,1,,very easy,security_fixer,,,bandit:B314,2,,,0.9,True,0.0,1.0,0.0,126765432292800,9e4f8d7429cf0362,,1,success_after_fixer,bandit:B314,1,False,True,True,CWE-502|CWE-89,0,0,0
1,2,CWE-502|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,126765432292800,9e4f8d7429cf0362,,1,success_first_try,,2,False,True,True,CWE-502|CWE-89,0,0,0
2,2,CWE-798|CWE-89,1,,very easy,security_fixer,,,,1,,,0.8,True,0.0,1.0,0.0,126765437240720,3ed271525b1311c7,,1,success_after_fixer,,1,False,True,True,CWE-798|CWE-89,0,0,0
1,2,CWE-611|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,126765459360416,96d6cea4771fd351,,1,success_first_try,,1,False,True,True,CWE-611|CWE-89,0,0,0
2,2,CWE-22|CWE-502,1,,very easy,security_fixer,,,bandit:B301,1,,,1.0,True,0.0,1.0,0.0,126766546487968,257371eb19c37369,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-22|CWE-502,0,0,0
2,2,CWE-22|CWE-287,1,,very easy,security_fixer,,,bandit:B301,1,,,0.8,True,0.0,1.0,0.0,126765439056256,28157c94ed3ceae4,,1,success_after_fixer,bandit:B301,1,False,True,True,CWE-22|CWE-287,0,0,0
