anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/log-injection,User Inputs & Data,Off-target findings introduced via codeql:py/log-injection,User Inputs & Data,CWE-78,0.05263157894736842,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:codeql:py/log-injection,unresolved_off_target_findings,4.0,Off-target findings introduced via codeql:py/log-injection appeared in 1/19 failed runs and was most common on `User Inputs & Data` while targeting `CWE-78`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.
sast_test,codeql:py/cookie-injection,User Inputs & Data,Off-target findings introduced via codeql:py/cookie-injection,User Inputs & Data,CWE-287,0.05263157894736842,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:codeql:py/cookie-injection,unresolved_off_target_findings,4.0,Off-target findings introduced via codeql:py/cookie-injection appeared in 1/19 failed runs and was most common on `User Inputs & Data` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/cookie-injection`. Most recurrent unresolved final CWE: `CWE-20`.
sast_test,bandit:B108,User Inputs & Data,Off-target findings introduced via bandit:B108,User Inputs & Data,CWE-20,0.05263157894736842,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:bandit:B108,unresolved_off_target_findings,4.0,Off-target findings introduced via bandit:B108 appeared in 1/19 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B108`. Most recurrent unresolved final CWE: `CWE-377`.
sast_test,bandit:B602,User Inputs & Data,Persistent target findings on bandit:B602,User Inputs & Data,CWE-20,0.05263157894736842,1,0.013157894736842105,1,unresolved_target_findings::sast_test:bandit:B602,unresolved_target_findings,4.0,Persistent target findings on bandit:B602 appeared in 1/19 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B602`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B404,User Inputs & Data,Persistent target findings on bandit:B404,User Inputs & Data,CWE-20,0.05263157894736842,1,0.013157894736842105,1,unresolved_target_findings::sast_test:bandit:B404,unresolved_target_findings,4.0,Persistent target findings on bandit:B404 appeared in 1/19 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-209`.
sast_test,codeql:py/polynomial-redos,Web Outputs & Rendering,Off-target findings introduced via codeql:py/polynomial-redos,Web Outputs & Rendering,CWE-20,0.07692307692307693,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:codeql:py/polynomial-redos,unresolved_off_target_findings,5.846153846153847,Off-target findings introduced via codeql:py/polynomial-redos appeared in 1/13 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/polynomial-redos`. Most recurrent unresolved final CWE: `CWE-1333`.
sast_test,codeql:py/flask-debug,Web Outputs & Rendering,Off-target findings introduced via codeql:py/flask-debug,Web Outputs & Rendering,CWE-20,0.07692307692307693,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:codeql:py/flask-debug,unresolved_off_target_findings,5.846153846153847,Off-target findings introduced via codeql:py/flask-debug appeared in 1/13 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/flask-debug`. Most recurrent unresolved final CWE: `CWE-215`.
sast_test,bandit:B201,Web Outputs & Rendering,Persistent target findings on bandit:B201,Web Outputs & Rendering,CWE-20,0.07692307692307693,1,0.013157894736842105,1,unresolved_target_findings::sast_test:bandit:B201,unresolved_target_findings,5.846153846153847,Persistent target findings on bandit:B201 appeared in 1/13 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B201`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,bandit:B105,Web Outputs & Rendering,Persistent target findings on bandit:B105,Web Outputs & Rendering,CWE-20,0.23076923076923078,3,0.06578947368421052,5,unresolved_target_findings::sast_test:bandit:B105,unresolved_target_findings,3.507692307692308,Persistent target findings on bandit:B105 appeared in 3/13 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B105`. Most recurrent unresolved final CWE: `CWE-259`.
sast_test,bandit:B104,Web Outputs & Rendering,Persistent target findings on bandit:B104,Web Outputs & Rendering,CWE-22,0.07692307692307693,1,0.02631578947368421,2,unresolved_target_findings::sast_test:bandit:B104,unresolved_target_findings,2.9230769230769234,Persistent target findings on bandit:B104 appeared in 1/13 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B104`. Most recurrent unresolved final CWE: `CWE-209`.
sast_test,codeql:py/path-injection,Storage & Filesystem,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-20,0.2222222222222222,2,0.02631578947368421,2,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,8.444444444444445,Off-target findings introduced via codeql:py/path-injection appeared in 2/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/url-redirection,Storage & Filesystem,Off-target findings introduced via codeql:py/url-redirection,Storage & Filesystem,CWE-22,0.1111111111111111,1,0.013157894736842105,1,unresolved_off_target_findings::sast_test:codeql:py/url-redirection,unresolved_off_target_findings,8.444444444444445,Off-target findings introduced via codeql:py/url-redirection appeared in 1/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/url-redirection`. Most recurrent unresolved final CWE: `CWE-601`.
sast_test,bandit:B202,Storage & Filesystem,Persistent target findings on bandit:B202,Storage & Filesystem,CWE-502,0.1111111111111111,1,0.013157894736842105,1,unresolved_target_findings::sast_test:bandit:B202,unresolved_target_findings,8.444444444444445,Persistent target findings on bandit:B202 appeared in 1/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B202`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/path-injection,Storage & Filesystem,Persistent target findings on codeql:py/path-injection,Storage & Filesystem,CWE-22,0.3333333333333333,3,0.13157894736842105,10,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,2.533333333333333,Persistent target findings on codeql:py/path-injection appeared in 3/9 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
