anchor_type,anchor_value,attack_surface,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary
sast_test,codeql:py/command-line-injection,User Inputs & Data,Persistent target findings on codeql:py/command-line-injection,User Inputs & Data,CWE-78,0.125,3,0.05755395683453238,8,unresolved_target_findings::sast_test:codeql:py/command-line-injection,unresolved_target_findings,2.171875,Persistent target findings on codeql:py/command-line-injection appeared in 3/24 failed runs and was most common on `User Inputs & Data` while targeting `CWE-78`. Most recurrent unresolved SAST test: `codeql:py/command-line-injection`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,codeql:py/log-injection,User Inputs & Data,Off-target findings introduced via codeql:py/log-injection,User Inputs & Data,CWE-287,0.125,3,0.07194244604316546,10,unresolved_off_target_findings::sast_test:codeql:py/log-injection,unresolved_off_target_findings,1.7375,Off-target findings introduced via codeql:py/log-injection appeared in 3/24 failed runs and was most common on `User Inputs & Data` while targeting `CWE-287`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.
sast_test,bandit:B603,User Inputs & Data,Persistent target findings on bandit:B603,User Inputs & Data,CWE-20,0.2916666666666667,7,0.2014388489208633,28,unresolved_target_findings::sast_test:bandit:B603,unresolved_target_findings,1.4479166666666667,Persistent target findings on bandit:B603 appeared in 7/24 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.
sast_test,codeql:py/path-injection,User Inputs & Data,Persistent target findings on codeql:py/path-injection,User Inputs & Data,CWE-22,0.375,9,0.2949640287769784,41,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,1.271341463414634,Persistent target findings on codeql:py/path-injection appeared in 9/24 failed runs and was most common on `User Inputs & Data` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.
sast_test,codeql:py/http-response-splitting,User Inputs & Data,Persistent target findings on codeql:py/http-response-splitting,User Inputs & Data,CWE-20,0.041666666666666664,1,0.03597122302158273,5,unresolved_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_target_findings,1.1583333333333332,Persistent target findings on codeql:py/http-response-splitting appeared in 1/24 failed runs and was most common on `User Inputs & Data` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.
sast_test,codeql:py/url-redirection,Web Outputs & Rendering,Off-target findings introduced via codeql:py/url-redirection,Web Outputs & Rendering,CWE-22,0.037037037037037035,1,0.007194244604316547,1,unresolved_off_target_findings::sast_test:codeql:py/url-redirection,unresolved_off_target_findings,5.148148148148148,Off-target findings introduced via codeql:py/url-redirection appeared in 1/27 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/url-redirection`. Most recurrent unresolved final CWE: `CWE-601`.
sast_test,codeql:py/http-response-splitting,Web Outputs & Rendering,Off-target findings introduced via codeql:py/http-response-splitting,Web Outputs & Rendering,CWE-22,0.1111111111111111,3,0.02877697841726619,4,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,3.8611111111111107,Off-target findings introduced via codeql:py/http-response-splitting appeared in 3/27 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.
sast_test,codeql:py/cookie-injection,Web Outputs & Rendering,Off-target findings introduced via codeql:py/cookie-injection,Web Outputs & Rendering,CWE-22,0.07407407407407407,2,0.02158273381294964,3,unresolved_off_target_findings::sast_test:codeql:py/cookie-injection,unresolved_off_target_findings,3.4320987654320985,Off-target findings introduced via codeql:py/cookie-injection appeared in 2/27 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/cookie-injection`. Most recurrent unresolved final CWE: `CWE-113`.
sast_test,codeql:py/http-response-splitting,Web Outputs & Rendering,Persistent target findings on codeql:py/http-response-splitting,Web Outputs & Rendering,CWE-22,0.1111111111111111,3,0.03597122302158273,5,unresolved_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_target_findings,3.088888888888889,Persistent target findings on codeql:py/http-response-splitting appeared in 3/27 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.
sast_test,codeql:py/sql-injection,Web Outputs & Rendering,Persistent target findings on codeql:py/sql-injection,Web Outputs & Rendering,CWE-22,0.037037037037037035,1,0.014388489208633094,2,unresolved_target_findings::sast_test:codeql:py/sql-injection,unresolved_target_findings,2.574074074074074,Persistent target findings on codeql:py/sql-injection appeared in 1/27 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/sql-injection`. Most recurrent unresolved final CWE: `CWE-89`.
