anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,group_failure_share,group_support,overall_failure_share,overall_support,pattern_id,primary_reason,specificity_lift,summary,target_cwe
sast_test,bandit:B603,Off-target findings introduced via bandit:B603,Execution Environment & Infrastructure,CWE-20,0.05333333333333334,4,0.02877697841726619,4,unresolved_off_target_findings::sast_test:bandit:B603,unresolved_off_target_findings,1.8533333333333333,Off-target findings introduced via bandit:B603 appeared in 4/75 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-20
sast_test,bandit:B314,Persistent target findings on bandit:B314,Data Exchange & External Services,CWE-20,0.02666666666666667,2,0.014388489208633094,2,unresolved_target_findings::sast_test:bandit:B314,unresolved_target_findings,1.8533333333333333,Persistent target findings on bandit:B314 appeared in 2/75 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B314`. Most recurrent unresolved final CWE: `CWE-20`.,CWE-20
sast_test,codeql:py/command-line-injection,Off-target findings introduced via codeql:py/command-line-injection,Execution Environment & Infrastructure,CWE-20,0.013333333333333334,1,0.007194244604316547,1,unresolved_off_target_findings::sast_test:codeql:py/command-line-injection,unresolved_off_target_findings,1.8533333333333333,Off-target findings introduced via codeql:py/command-line-injection appeared in 1/75 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/command-line-injection`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-20
sast_test,bandit:B404,Off-target findings introduced via bandit:B404,Execution Environment & Infrastructure,CWE-20,0.013333333333333334,1,0.007194244604316547,1,unresolved_off_target_findings::sast_test:bandit:B404,unresolved_off_target_findings,1.8533333333333333,Off-target findings introduced via bandit:B404 appeared in 1/75 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B404`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-20
sast_test,codeql:py/full-ssrf,Persistent target findings on codeql:py/full-ssrf,Data Exchange & External Services,CWE-20,0.013333333333333334,1,0.007194244604316547,1,unresolved_target_findings::sast_test:codeql:py/full-ssrf,unresolved_target_findings,1.8533333333333333,Persistent target findings on codeql:py/full-ssrf appeared in 1/75 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-20`. Most recurrent unresolved SAST test: `codeql:py/full-ssrf`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-20
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Data Exchange & External Services,CWE-22,0.3504273504273504,41,0.2949640287769784,41,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,1.188034188034188,Persistent target findings on codeql:py/path-injection appeared in 41/117 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,CWE-22
sast_test,codeql:py/log-injection,Persistent target findings on codeql:py/log-injection,Data Exchange & External Services,CWE-22,0.042735042735042736,5,0.03597122302158273,5,unresolved_target_findings::sast_test:codeql:py/log-injection,unresolved_target_findings,1.188034188034188,Persistent target findings on codeql:py/log-injection appeared in 5/117 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.,CWE-22
sast_test,codeql:py/http-response-splitting,Persistent target findings on codeql:py/http-response-splitting,Web Outputs & Rendering,CWE-22,0.042735042735042736,5,0.03597122302158273,5,unresolved_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_target_findings,1.188034188034188,Persistent target findings on codeql:py/http-response-splitting appeared in 5/117 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.,CWE-22
sast_test,bandit:B603,Off-target findings introduced via bandit:B603,Execution Environment & Infrastructure,CWE-20,0.03418803418803419,4,0.02877697841726619,4,unresolved_off_target_findings::sast_test:bandit:B603,unresolved_off_target_findings,1.188034188034188,Off-target findings introduced via bandit:B603 appeared in 4/117 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.,CWE-22
sast_test,bandit:B301,Persistent target findings on bandit:B301,Storage & Filesystem,CWE-22,0.02564102564102564,3,0.02158273381294964,3,unresolved_target_findings::sast_test:bandit:B301,unresolved_target_findings,1.188034188034188,Persistent target findings on bandit:B301 appeared in 3/117 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B301`. Most recurrent unresolved final CWE: `CWE-502`.,CWE-22
