anchor_type,anchor_value,code_failure_pattern_label,dominant_attack_surface,dominant_target_cwe,failure_share,pattern_id,primary_reason,summary,support
sast_test,codeql:py/path-injection,Persistent target findings on codeql:py/path-injection,Data Exchange & External Services,CWE-22,0.2949640287769784,unresolved_target_findings::sast_test:codeql:py/path-injection,unresolved_target_findings,Persistent target findings on codeql:py/path-injection appeared in 41/139 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,41
sast_test,bandit:B603,Persistent target findings on bandit:B603,Execution Environment & Infrastructure,CWE-22,0.2014388489208633,unresolved_target_findings::sast_test:bandit:B603,unresolved_target_findings,Persistent target findings on bandit:B603 appeared in 28/139 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-22`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.,28
sast_test,codeql:py/log-injection,Off-target findings introduced via codeql:py/log-injection,User Inputs & Data,CWE-78,0.07194244604316546,unresolved_off_target_findings::sast_test:codeql:py/log-injection,unresolved_off_target_findings,Off-target findings introduced via codeql:py/log-injection appeared in 10/139 failed runs and was most common on `User Inputs & Data` while targeting `CWE-78`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.,10
sast_test,codeql:py/command-line-injection,Persistent target findings on codeql:py/command-line-injection,User Inputs & Data,CWE-78,0.05755395683453238,unresolved_target_findings::sast_test:codeql:py/command-line-injection,unresolved_target_findings,Persistent target findings on codeql:py/command-line-injection appeared in 8/139 failed runs and was most common on `User Inputs & Data` while targeting `CWE-78`. Most recurrent unresolved SAST test: `codeql:py/command-line-injection`. Most recurrent unresolved final CWE: `CWE-78`.,8
sast_test,codeql:py/path-injection,Off-target findings introduced via codeql:py/path-injection,Storage & Filesystem,CWE-78,0.050359712230215826,unresolved_off_target_findings::sast_test:codeql:py/path-injection,unresolved_off_target_findings,Off-target findings introduced via codeql:py/path-injection appeared in 7/139 failed runs and was most common on `Storage & Filesystem` while targeting `CWE-78`. Most recurrent unresolved SAST test: `codeql:py/path-injection`. Most recurrent unresolved final CWE: `CWE-22`.,7
sast_test,codeql:py/log-injection,Persistent target findings on codeql:py/log-injection,Data Exchange & External Services,CWE-22,0.03597122302158273,unresolved_target_findings::sast_test:codeql:py/log-injection,unresolved_target_findings,Persistent target findings on codeql:py/log-injection appeared in 5/139 failed runs and was most common on `Data Exchange & External Services` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/log-injection`. Most recurrent unresolved final CWE: `CWE-117`.,5
sast_test,codeql:py/http-response-splitting,Persistent target findings on codeql:py/http-response-splitting,Web Outputs & Rendering,CWE-22,0.03597122302158273,unresolved_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_target_findings,Persistent target findings on codeql:py/http-response-splitting appeared in 5/139 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-22`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.,5
sast_test,codeql:py/http-response-splitting,Off-target findings introduced via codeql:py/http-response-splitting,Web Outputs & Rendering,CWE-502,0.02877697841726619,unresolved_off_target_findings::sast_test:codeql:py/http-response-splitting,unresolved_off_target_findings,Off-target findings introduced via codeql:py/http-response-splitting appeared in 4/139 failed runs and was most common on `Web Outputs & Rendering` while targeting `CWE-502`. Most recurrent unresolved SAST test: `codeql:py/http-response-splitting`. Most recurrent unresolved final CWE: `CWE-113`.,4
sast_test,bandit:B603,Off-target findings introduced via bandit:B603,Execution Environment & Infrastructure,CWE-20,0.02877697841726619,unresolved_off_target_findings::sast_test:bandit:B603,unresolved_off_target_findings,Off-target findings introduced via bandit:B603 appeared in 4/139 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-20`. Most recurrent unresolved SAST test: `bandit:B603`. Most recurrent unresolved final CWE: `CWE-78`.,4
sast_test,bandit:B403,Persistent target findings on bandit:B403,Execution Environment & Infrastructure,CWE-502,0.02877697841726619,unresolved_target_findings::sast_test:bandit:B403,unresolved_target_findings,Persistent target findings on bandit:B403 appeared in 4/139 failed runs and was most common on `Execution Environment & Infrastructure` while targeting `CWE-502`. Most recurrent unresolved SAST test: `bandit:B403`. Most recurrent unresolved final CWE: `CWE-502`.,4
