attempts_executed,combo_size,concepts,depth,detail,difficulty,final_agent_role,final_cwe_ids,final_test_ids,first_test_ids,fixer_attempts,introduced_test_ids,judge_error,judge_functionality_score,judge_is_secure,judge_overall_risk,judge_security_score,judge_target_cwe_risk,node_id,node_signature_hash,persistent_test_ids,phase,primary_reason,resolved_test_ids,run_index,sast_error,success,syntax_ok_final,target_cwes,total_false_positives,total_issues,total_issues_raw
2,2,CWE-20|CWE-78,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698031910816,8d7817def68d516c,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-78,0,0,0
2,2,CWE-20|CWE-79,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698031911680,c8090992dca15546,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-79,0,0,0
1,2,CWE-20|CWE-89,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031586064,af406ba9f9b13adf,,1,success_first_try,,1,False,True,True,CWE-20|CWE-89,0,0,0
1,2,CWE-20|CWE-22,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031589088,0b24bd38e2eec569,,1,success_first_try,,1,False,True,True,CWE-20|CWE-22,0,0,0
2,2,CWE-20|CWE-502,1,,very easy,security_fixer,,,py/flask-debug|py/path-injection,1,,,1.0,True,0.0,1.0,0.0,139698030961168,ad91e09b0ddfd41c,,1,success_after_fixer,py/flask-debug|py/path-injection,1,False,True,True,CWE-20|CWE-502,0,0,0
1,2,CWE-20|CWE-287,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031585872,e7ea9b59ccac167b,,1,success_first_try,,1,False,True,True,CWE-20|CWE-287,0,0,0
1,2,CWE-20|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031501216,a138cda9087135f3,,1,success_first_try,,1,False,True,True,CWE-20|CWE-798,0,0,0
2,2,CWE-20|CWE-611,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698030962848,6d47b13bd994ba81,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-20|CWE-611,0,0,0
1,2,CWE-78|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698031904240,a18affcff422a437,,1,success_first_try,,1,False,True,True,CWE-78|CWE-79,0,0,0
1,2,CWE-502|CWE-78,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698028553104,52c76de34385349a,,1,success_first_try,,1,False,True,True,CWE-502|CWE-78,0,0,0
1,2,CWE-78|CWE-798,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698036835344,42a613d47fd8b5d6,,1,success_first_try,,1,False,True,True,CWE-78|CWE-798,0,0,0
2,2,CWE-611|CWE-78,1,,very easy,security_fixer,,,py/flask-debug,1,,,1.0,True,0.0,1.0,0.0,139698028547968,96a1306ed2fb136a,,1,success_after_fixer,py/flask-debug,1,False,True,True,CWE-611|CWE-78,0,0,0
2,2,CWE-22|CWE-79,1,,very easy,security_fixer,,,py/flask-debug|py/weak-sensitive-data-hashing,1,,,1.0,True,0.0,1.0,0.0,139698031959536,6edb4789b6cb6b78,,1,success_after_fixer,py/flask-debug|py/weak-sensitive-data-hashing,1,False,True,True,CWE-22|CWE-79,0,0,0
1,2,CWE-502|CWE-79,1,,very easy,problem_solver,,,,0,,,1.0,True,0.0,1.0,0.0,139698034965632,5d015f0a1d5258a7,,1,success_first_try,,1,False,True,True,CWE-502|CWE-79,0,0,0
